customer_id,credit_score,payment_history,credit_utilization,recent_inquiries,debt_to_income_ratio,length_of_credit_history
580,656.0,68.25,0.3,2,0.71,19.71
581,554.0,69.81,0.52,0,0.56,1.13
582,551.0,96.56,0.45,0,0.88,0.54
583,574.0,84.24,0.66,1,0.25,8.74
584,517.0,52.33,0.56,2,0.43,8.97
585,656.0,89.24,0.62,2,0.11,11.08
586,476.0,70.54,0.93,3,0.96,6.74
587,671.0,54.59,0.14,1,0.9,6.81
588,331.0,83.86,0.65,0,0.55,19.61
589,657.0,59.82,0.65,0,0.42,16.46
590,592.0,52.45,0.0,0,0.5,5.16
591,615.0,71.31,0.21,3,0.68,10.57
592,775.0,84.33,0.01,5,0.56,10.09
593,564.0,90.66,0.33,4,0.73,5.94
594,496.0,79.52,0.13,4,0.26,15.72
595,640.0,60.24,0.1,1,0.07,8.62
596,539.0,81.82,1.0,4,0.95,17.11
597,514.0,60.49,0.96,1,0.84,11.02
598,541.0,86.57,0.87,3,0.65,7.26
599,424.0,92.27,0.82,3,0.93,12.95
600,583.0,83.97,0.6,3,0.6,7.83
601,493.0,80.76,0.74,0,0.24,8.67
602,598.0,98.38,0.17,1,0.46,1.87
603,477.0,50.11,0.62,3,0.33,6.98
604,613.0,56.08,0.59,2,0.5,8.88
605,477.0,79.08,0.63,2,0.21,19.41
606,587.0,64.39,0.91,2,0.72,11.43
607,446.0,86.84,0.73,2,0.64,11.77
608,530.0,89.08,0.03,0,0.84,0.65
609,572.0,62.68,0.3,4,0.81,19.05
610,797.0,70.57,0.37,1,0.38,15.16
611,568.0,57.62,0.46,2,0.43,11.38
612,524.0,73.09,0.05,1,0.09,16.77
613,557.0,79.7,0.76,1,0.8,8.6
614,622.0,54.75,0.54,2,0.16,11.53
615,520.0,75.38,0.27,2,0.47,8.69
616,553.0,58.42,0.62,0,0.48,2.11
617,576.0,99.0,0.11,5,0.7,12.7
618,669.0,84.29,0.63,3,0.94,5.75
619,376.0,57.53,0.76,1,0.73,15.19
620,560.0,55.55,0.34,1,0.4,5.63
621,580.0,53.8,0.26,5,0.06,15.02
622,614.0,75.01,0.64,3,0.01,12.84
623,550.0,69.5,0.16,0,0.67,6.83
624,779.0,68.15,0.62,1,0.98,3.61
625,661.0,67.53,0.88,2,0.83,6.47
626,554.0,90.11,0.77,0,0.52,5.31
627,489.0,56.37,0.34,1,0.01,14.54
628,616.0,98.62,0.97,3,0.23,14.57
629,663.0,53.1,0.37,0,0.3,13.91
630,601.0,66.7,0.48,1,0.63,16.8
631,606.0,84.96,0.67,1,0.75,3.17
632,784.0,81.3,0.07,3,0.29,11.44
633,654.0,92.8,0.38,2,0.0,5.91
634,482.0,76.89,0.16,2,0.89,15.75
635,593.0,54.95,0.77,1,0.61,17.79
636,821.0,56.9,0.67,2,0.07,9.33
637,554.0,50.4,0.69,4,0.93,1.23
638,592.0,57.19,0.29,2,0.69,14.38
639,472.0,79.67,0.66,2,1.0,19.78
640,609.0,55.11,0.2,3,0.39,6.89
641,573.0,81.66,0.31,2,0.99,1.83
642,489.0,88.68,0.74,1,0.05,16.19
643,454.0,56.06,0.16,2,0.15,4.53
644,680.0,80.23,0.85,5,0.81,14.38
645,339.0,67.15,0.71,4,0.02,10.87
646,627.0,64.68,0.4,5,0.19,5.78
647,631.0,73.34,0.32,4,0.33,8.14
648,759.0,67.02,0.31,0,0.87,12.7
649,567.0,54.94,0.19,3,0.43,11.22
650,573.0,55.29,0.36,1,0.64,17.29
651,514.0,77.06,0.01,5,0.74,2.25
652,626.0,82.08,0.68,1,0.57,2.94
653,644.0,66.2,0.34,2,0.17,2.17
654,724.0,96.81,0.48,5,0.6,15.85
655,694.0,55.54,0.6,2,0.97,10.03
656,754.0,84.35,0.24,3,0.4,6.64
657,766.0,56.74,0.04,4,0.3,13.63
658,652.0,90.61,0.14,3,0.8,4.17
659,572.0,94.21,0.81,0,0.23,17.7
660,420.0,81.55,0.64,0,0.72,9.75
661,577.0,51.19,0.6,2,0.96,13.11
662,492.0,88.78,0.29,3,0.31,16.68
663,639.0,84.97,0.95,0,0.21,10.37
664,563.0,80.08,0.42,1,0.09,19.06
665,566.0,85.74,0.61,0,0.92,11.38
666,448.0,96.71,0.55,4,0.79,13.35
667,717.0,67.39,0.88,5,0.83,16.41
668,591.0,92.61,0.07,0,0.29,14.93
669,686.0,58.52,0.78,0,0.04,1.36
670,805.0,99.3,0.07,4,0.96,18.37
671,673.0,50.03,0.96,1,0.11,5.76
672,529.0,64.04,0.02,1,0.84,6.16
673,598.0,81.49,0.16,4,0.63,19.42
674,731.0,70.93,0.68,3,0.86,16.32
675,614.0,61.69,0.96,0,0.3,2.19
676,660.0,96.94,0.74,4,0.14,10.44
677,595.0,84.59,0.93,3,0.23,14.5
678,588.0,60.33,0.63,0,0.88,2.68
679,605.0,79.16,0.01,1,0.83,3.8
680,673.0,77.03,0.9,0,0.13,16.95
681,657.0,54.81,0.23,2,0.86,5.64
682,536.0,50.92,0.02,4,0.67,16.32
683,648.0,50.77,0.28,3,0.73,13.16
684,501.0,86.58,0.93,1,0.28,7.17
685,529.0,54.25,0.88,1,0.17,15.59
686,683.0,85.26,0.57,2,0.34,7.88
687,506.0,87.39,0.2,4,0.99,13.88
688,760.0,84.84,0.38,1,0.58,14.85
689,613.0,72.09,0.04,1,0.35,2.54
690,626.0,82.41,0.64,1,0.33,19.01
691,515.0,97.58,0.14,1,0.73,1.93
692,449.0,56.95,0.23,0,0.4,17.38
693,722.0,90.49,0.42,1,0.37,4.37
694,560.0,95.38,0.55,1,0.11,18.79
695,612.0,57.35,0.73,0,0.33,11.19
696,666.0,94.33,0.38,3,0.62,12.25
697,701.0,72.9,0.67,2,0.9,12.31
698,598.0,91.94,0.35,2,0.41,6.76
699,517.0,55.99,0.63,1,0.89,2.59
700,614.0,71.89,0.25,0,0.61,1.21
701,440.0,66.31,0.45,0,0.96,3.44
702,643.0,63.14,0.2,2,0.75,3.37
703,657.0,85.14,0.57,3,0.05,11.61
704,624.0,97.81,0.26,3,0.85,19.73
705,546.0,59.2,0.78,2,0.04,12.15
706,487.0,53.26,0.87,3,0.21,14.03
707,810.0,54.58,0.51,3,0.02,19.29
708,649.0,54.74,0.07,2,0.43,3.2
709,671.0,80.25,0.06,2,0.57,11.41
710,582.0,65.0,0.42,2,0.22,6.04
711,565.0,71.69,0.41,0,0.28,19.58
712,485.0,91.95,0.39,0,0.13,9.81
713,708.0,75.9,0.33,1,0.1,15.96
714,671.0,86.83,0.54,2,0.45,19.62
715,556.0,71.94,0.35,4,0.13,0.57
716,778.0,60.41,0.73,3,0.03,18.93
717,608.0,96.26,0.07,2,0.03,15.98
718,655.0,91.75,0.82,2,0.56,11.16
719,739.0,51.69,0.05,4,0.27,12.59
720,564.0,86.45,0.6,2,0.28,9.26
721,518.0,58.6,0.2,3,0.29,8.76
722,446.0,77.05,0.78,1,0.09,6.79
723,647.0,81.11,0.05,0,0.39,5.24
724,669.0,64.56,0.07,3,0.62,19.79
725,596.0,76.51,0.77,2,0.86,5.15
726,681.0,66.64,0.98,3,0.46,13.42
727,535.0,53.1,0.83,0,0.8,18.42
728,660.0,91.51,0.98,4,0.41,18.82
729,628.0,60.77,0.43,0,0.92,7.51
730,640.0,98.69,0.56,4,0.46,2.9
731,409.0,65.33,0.74,5,0.39,8.95
732,718.0,60.58,0.5,4,0.75,9.77
733,487.0,69.56,0.8,2,0.22,7.84
734,755.0,52.36,0.5,2,0.4,16.35
735,478.0,62.19,0.46,4,0.3,0.64
736,621.0,74.52,0.69,3,0.21,10.38
737,782.0,64.48,0.13,0,0.91,8.98
738,521.0,70.8,0.03,2,0.69,5.35
739,566.0,65.91,0.64,1,0.33,9.53
740,714.0,94.88,0.53,3,0.36,12.95
741,496.0,57.65,0.13,0,0.2,7.89
742,516.0,73.79,0.38,4,0.31,3.39
743,630.0,65.47,0.8,2,0.49,11.29
744,500.0,66.6,0.81,4,0.04,18.46
745,753.0,80.3,0.9,5,0.76,12.31
746,501.0,98.91,0.41,3,0.51,14.72
747,350.0,61.26,0.61,3,0.22,17.06
748,586.0,78.63,0.24,4,0.03,0.59
749,673.0,96.42,0.39,0,0.87,10.5
750,668.0,81.07,0.16,1,0.31,5.41
751,586.0,56.28,0.57,0,0.69,17.06
752,635.0,72.71,0.73,2,0.28,3.62
753,835.0,73.19,0.57,4,0.2,19.28
754,574.0,88.6,0.94,1,0.93,4.41
755,662.0,83.3,0.83,3,0.54,9.61
756,541.0,54.01,0.25,1,0.35,4.3
757,417.0,80.22,0.96,2,0.33,0.74
758,682.0,91.02,0.11,3,0.59,5.44
759,563.0,64.31,0.7,2,0.45,12.68
760,568.0,67.57,0.12,3,0.26,4.6
761,579.0,73.38,0.81,2,0.91,11.0
762,497.0,78.49,0.65,3,0.98,4.72
763,622.0,89.03,0.77,2,0.64,15.7
764,670.0,85.56,0.42,5,0.94,2.43
765,300.0,99.37,0.12,3,0.53,8.72
766,569.0,85.88,0.75,1,0.4,16.24
767,648.0,91.66,0.95,1,0.38,8.45
768,540.0,90.64,0.67,1,0.34,8.51
769,702.0,90.41,0.44,3,0.07,10.67
770,504.0,56.23,0.04,0,0.49,10.0
771,629.0,57.99,0.35,3,0.94,8.62
772,559.0,89.33,0.82,3,0.3,1.96
773,565.0,55.42,0.56,3,0.02,9.34
774,672.0,73.07,0.86,3,0.09,19.7
775,594.0,67.95,0.31,3,0.88,10.3
776,636.0,70.64,0.47,1,0.71,11.8
777,597.0,53.0,0.46,0,0.82,10.44
778,479.0,65.05,0.41,2,0.05,8.06
779,731.0,55.88,0.39,3,0.79,9.93
780,691.0,59.91,0.62,4,0.07,12.05
781,719.0,94.76,0.76,0,0.38,5.57
782,594.0,54.3,0.66,5,0.94,8.74
783,738.0,53.19,0.62,3,0.09,17.02
784,336.0,92.44,0.26,3,0.61,17.43
785,391.0,69.16,0.96,2,0.98,14.38
786,648.0,93.95,0.43,2,0.75,11.24
787,572.0,65.28,0.08,2,0.17,6.66
788,674.0,70.7,0.13,2,0.62,10.58
789,709.0,95.3,0.41,1,0.36,14.47
790,720.0,60.88,0.87,2,0.63,16.07
791,635.0,91.6,0.02,4,0.93,10.39
792,554.0,69.77,0.05,3,0.47,10.72
793,570.0,89.85,0.19,3,0.0,11.65
794,675.0,77.06,0.91,1,0.9,12.8
795,637.0,82.86,0.22,4,0.87,3.58
796,708.0,93.96,0.31,0,0.62,9.32
797,579.0,67.94,0.53,2,0.49,0.91
798,612.0,77.5,0.24,1,0.28,15.96
799,627.0,93.0,0.14,2,0.38,1.64
800,566.0,56.22,0.85,1,0.43,6.89
801,578.0,57.77,0.33,2,0.05,19.15
802,594.0,77.47,0.63,1,0.43,14.89
803,674.0,53.05,0.27,1,0.36,13.08
804,451.0,55.03,0.36,2,0.04,13.77
805,556.0,62.55,0.06,2,0.64,2.55
806,690.0,61.6,0.88,0,0.77,8.69
807,489.0,67.09,0.9,5,0.94,9.09
808,554.0,76.05,0.65,3,1.0,17.51
809,850.0,98.63,0.78,4,0.15,17.21
810,637.0,64.93,0.56,3,0.9,18.76
811,677.0,57.42,0.61,0,0.66,6.67
812,609.0,50.67,0.15,4,0.48,17.73
813,626.0,81.96,0.81,4,0.93,14.94
814,543.0,90.47,0.65,3,0.09,18.37
815,414.0,95.02,0.35,2,0.36,12.63
816,477.0,81.47,0.74,2,0.56,19.73
817,606.0,51.25,0.86,3,0.41,3.78
818,619.0,55.42,0.79,1,0.1,9.04
819,680.0,95.57,0.57,1,0.75,18.89
820,656.0,87.29,0.04,3,0.98,11.13
821,649.0,80.04,0.09,2,0.42,17.78
822,462.0,62.11,0.61,2,0.72,11.62
823,763.0,76.66,0.97,3,0.56,2.29
824,622.0,56.08,0.29,2,0.83,0.66
825,565.0,65.21,0.54,7,0.1,12.21
826,664.0,86.73,0.91,1,0.21,3.35
827,541.0,74.18,0.21,2,0.49,10.29
828,666.0,70.55,0.04,2,0.78,19.88
829,612.0,75.3,0.21,2,0.47,5.42
830,789.0,55.36,0.38,3,0.72,7.2
831,750.0,74.31,0.48,5,0.46,9.15
832,687.0,58.97,0.5,1,0.24,0.88
833,467.0,79.87,0.51,2,0.8,7.34
834,598.0,76.5,0.83,5,0.67,6.09
835,626.0,84.56,0.28,0,0.19,15.05
836,683.0,69.97,0.99,0,0.36,13.24
837,507.0,85.33,0.84,4,0.63,2.36
838,435.0,85.66,0.69,1,0.37,19.61
839,508.0,81.59,0.36,3,0.08,19.09
840,642.0,64.65,0.19,0,0.52,10.94
841,519.0,77.38,0.18,2,0.48,14.38
842,782.0,83.9,0.66,3,0.11,17.51
843,417.0,87.4,0.06,3,0.33,10.03
844,554.0,59.49,0.65,0,0.46,18.49
845,700.0,82.01,0.46,0,0.88,16.39
846,695.0,79.35,0.46,4,0.81,18.7
847,607.0,56.07,0.81,3,0.01,8.64
848,615.0,75.99,0.27,0,0.92,15.38
849,516.0,85.9,0.16,1,0.62,14.09
850,615.0,62.45,0.05,2,0.5,7.81
851,651.0,63.6,0.05,2,0.68,11.45
852,804.0,74.19,0.54,1,1.0,14.74
853,468.0,89.12,0.58,1,0.54,10.5
854,599.0,86.86,0.98,3,0.53,15.56
855,546.0,60.28,0.24,2,0.07,1.77
856,725.0,63.86,0.71,2,0.91,4.33
857,454.0,61.28,0.23,3,0.44,1.98
858,498.0,95.42,0.36,5,0.02,6.76
859,761.0,53.39,0.21,0,0.66,17.43
860,613.0,95.0,0.33,1,0.98,16.44
861,615.0,75.34,0.81,2,0.93,4.74
862,724.0,63.65,0.32,1,0.54,16.52
863,400.0,77.24,0.33,0,0.45,16.31
864,668.0,99.91,0.83,1,0.75,15.5
865,686.0,51.6,0.97,1,0.38,13.41
866,566.0,74.85,0.53,1,0.99,9.85
867,665.0,53.38,0.92,1,0.42,8.36
868,711.0,78.56,0.75,3,0.39,11.28
869,521.0,65.67,0.08,2,0.68,3.88
870,619.0,95.63,0.2,1,0.33,3.61
871,532.0,52.12,0.31,2,0.49,16.5
872,652.0,77.45,0.73,5,0.14,11.04
873,673.0,52.87,0.56,1,0.98,7.73
874,690.0,76.78,0.61,1,0.66,2.73
875,498.0,57.97,0.96,1,0.53,18.75
876,584.0,93.62,0.7,2,0.11,10.95
877,502.0,66.31,0.72,1,0.0,11.59
878,586.0,80.18,0.26,2,0.55,3.53
879,494.0,51.83,0.9,3,0.97,5.92
880,511.0,73.08,0.46,2,0.26,8.54
881,525.0,58.67,0.31,2,0.55,19.56
882,591.0,67.09,0.55,0,0.25,10.11
883,746.0,68.07,0.5,4,0.87,1.41
884,487.0,90.08,0.03,3,0.92,17.15
885,458.0,68.73,0.17,2,0.6,4.65
886,661.0,60.15,0.15,2,0.2,11.36
887,509.0,55.66,0.7,3,0.34,14.13
888,579.0,74.39,0.03,3,0.78,7.17
889,518.0,88.91,0.64,1,0.7,4.07
890,547.0,81.05,0.91,2,0.16,7.65
891,701.0,80.28,0.25,1,0.87,15.89
892,589.0,84.82,0.36,1,0.09,14.51
893,494.0,59.21,0.01,3,0.53,7.94
894,601.0,78.92,0.8,3,0.64,18.14
895,515.0,82.81,0.17,6,0.06,13.06
896,490.0,66.31,0.89,1,0.89,16.2
897,692.0,98.87,0.7,2,0.43,6.73
898,611.0,65.89,0.3,1,0.57,17.72
899,570.0,97.52,0.28,3,0.67,13.26
900,607.0,58.6,0.16,3,0.41,2.75
901,436.0,69.41,0.21,1,0.56,2.88
902,721.0,59.12,0.33,0,0.04,17.42
903,559.0,89.73,0.04,2,0.21,5.42
904,621.0,74.22,0.22,1,0.53,14.69
905,660.0,87.33,0.61,9,0.27,17.5
906,658.0,69.86,0.51,0,0.73,17.28
907,541.0,89.56,0.44,4,0.76,5.37
908,552.0,65.98,0.07,0,0.13,19.3
909,738.0,68.88,0.65,1,0.51,15.04
910,729.0,70.79,0.4,2,0.03,18.55
911,635.0,95.73,0.59,2,0.75,1.04
912,421.0,54.24,0.75,2,0.72,18.76
913,601.0,78.98,0.97,2,0.77,12.43
914,704.0,89.9,0.93,1,0.8,9.97
915,627.0,82.31,0.99,2,0.12,2.19
916,479.0,55.08,0.46,2,0.9,17.44
917,654.0,52.54,0.2,0,0.22,19.73
918,655.0,92.02,0.28,1,0.53,6.54
919,631.0,72.24,0.15,2,0.58,12.98
920,435.0,68.41,0.01,4,0.42,2.04
921,388.0,54.5,0.96,1,0.54,8.04
922,796.0,88.16,0.16,3,0.92,1.8
923,590.0,56.92,0.19,4,0.69,19.21
924,642.0,78.63,0.92,3,0.33,3.62
925,687.0,79.3,0.66,0,0.41,17.02
926,469.0,99.52,0.13,1,0.56,9.94
927,561.0,76.45,0.03,4,0.82,0.81
928,623.0,89.77,0.72,2,0.4,19.35
929,582.0,64.22,0.26,0,0.97,18.0
930,603.0,62.67,0.32,4,0.7,19.08
931,615.0,52.76,0.98,2,0.26,13.14
932,574.0,93.38,0.7,4,0.89,9.1
933,555.0,51.0,0.92,2,0.32,9.2
934,642.0,61.16,0.85,2,0.1,6.11
935,558.0,71.49,0.22,0,0.76,10.14
936,623.0,58.51,0.09,0,0.31,10.88
937,547.0,59.82,0.73,2,0.94,11.71
938,380.0,51.4,0.89,3,0.97,11.3
939,534.0,82.5,0.36,2,0.61,12.32
940,579.0,97.1,0.27,4,0.34,18.69
941,494.0,94.87,0.6,2,0.62,11.97
942,716.0,74.2,0.22,3,0.41,14.66
943,725.0,97.61,0.18,2,0.4,11.63
944,735.0,57.09,0.79,2,0.37,18.98
945,642.0,99.88,0.72,1,0.66,3.37
946,768.0,56.58,0.85,5,0.88,1.67
947,493.0,78.26,0.91,0,0.12,8.76
948,592.0,93.77,0.33,2,0.72,15.31
949,423.0,66.55,0.41,6,0.94,7.21
950,510.0,57.24,0.04,1,0.06,18.73
951,677.0,85.46,0.25,2,0.84,12.18
952,544.0,63.83,0.78,2,0.76,0.68
953,783.0,78.47,0.62,2,0.34,0.93
954,685.0,87.08,0.04,1,0.45,18.03
955,574.0,76.91,0.88,1,0.86,19.45
956,529.0,70.23,0.11,1,0.5,11.79
957,640.0,84.97,0.48,1,0.22,8.68
958,721.0,79.56,0.04,2,0.83,5.58
959,600.0,97.23,0.75,2,0.54,9.63
960,520.0,96.56,0.98,1,0.61,7.98
961,395.0,98.17,0.85,4,0.53,10.88
962,381.0,94.05,0.79,0,0.69,15.68
963,667.0,82.3,0.93,3,0.84,9.95
964,793.0,95.92,0.9,4,0.05,1.93
965,529.0,61.89,0.38,4,0.01,10.24
966,648.0,52.26,0.43,0,0.41,11.71
967,581.0,53.95,0.26,1,0.32,10.95
968,581.0,62.41,0.3,3,0.46,13.68
969,566.0,55.98,0.39,1,0.67,15.07
970,762.0,84.78,0.74,1,0.6,5.51
971,669.0,99.27,0.46,3,0.25,7.6
972,527.0,52.26,0.82,2,0.43,5.16
973,537.0,75.04,0.46,2,0.11,18.07
974,517.0,59.54,0.37,3,0.22,1.87
975,639.0,87.92,0.63,1,0.85,16.43
976,650.0,99.47,0.75,1,0.95,12.26
977,615.0,51.32,0.7,2,0.26,10.76
978,718.0,90.8,0.18,1,0.64,1.83
979,492.0,71.21,0.52,3,0.83,19.59
980,384.0,55.38,0.09,2,0.88,10.15
981,642.0,51.97,0.36,2,0.4,7.01
982,474.0,53.99,0.47,1,0.9,9.12
983,616.0,58.52,0.47,1,0.93,3.67
984,793.0,71.49,0.78,2,0.12,10.6
985,776.0,92.2,0.15,3,0.32,7.94
986,770.0,80.94,0.56,1,0.29,4.26
987,810.0,81.69,0.33,2,0.16,11.77
988,521.0,64.11,0.82,2,0.56,3.39
989,575.0,85.13,0.86,4,0.58,9.43
990,487.0,97.85,0.78,1,0.7,6.32
991,585.0,79.46,0.03,1,0.88,2.46
992,619.0,84.43,0.77,2,0.38,9.54
993,680.0,51.4,0.26,4,0.47,18.58
994,676.0,84.27,0.85,3,0.69,9.24
995,477.0,87.22,0.39,3,0.33,7.65
996,628.0,74.19,0.07,5,0.8,19.18
997,591.0,83.98,0.33,1,0.2,0.82
998,795.0,77.83,0.9,3,0.61,13.7
999,757.0,61.64,0.62,2,0.47,2.04
1000,418.0,54.26,0.33,1,0.06,17.94
1001,570.0,83.08,0.91,5,0.92,12.51
1002,460.0,91.37,0.58,2,0.06,11.24
1003,591.0,94.31,0.58,2,0.28,1.68
1004,714.0,59.68,0.25,5,0.02,9.36
1005,664.0,66.86,0.77,1,0.44,12.71
1006,520.0,59.69,0.07,1,0.97,1.64
1007,300.0,78.55,0.62,2,0.96,19.34
1008,662.0,94.92,0.73,1,0.78,19.89
1009,620.0,94.07,0.1,4,0.27,4.57
1010,561.0,56.08,0.16,3,0.42,5.8
1011,716.0,51.5,0.76,3,0.72,2.59
1012,454.0,60.34,0.39,1,0.86,5.97
1013,508.0,65.96,0.59,4,0.94,17.86
1014,528.0,55.7,0.93,1,0.36,8.59
1015,660.0,82.95,0.98,3,0.94,18.5
1016,684.0,87.75,0.58,2,0.78,6.57
1017,595.0,67.1,0.73,4,0.46,8.57
1018,478.0,82.06,0.25,1,0.81,15.5
1019,850.0,59.94,0.39,1,0.19,19.46
1020,612.0,99.26,0.22,2,0.89,17.11
1021,637.0,70.82,0.38,1,0.6,9.23
1022,711.0,92.54,0.26,0,0.24,17.79
1023,629.0,70.76,0.67,3,0.56,13.3
1024,498.0,99.21,0.44,1,0.08,2.68
1025,532.0,52.78,0.49,4,0.88,9.37
1026,579.0,55.41,0.01,4,0.68,3.25
1027,543.0,88.98,0.94,1,0.7,9.17
1028,650.0,81.28,0.71,2,0.58,13.42
1029,729.0,89.76,0.5,1,0.43,9.11
1030,720.0,52.05,0.05,1,0.87,13.5
1031,728.0,91.23,0.48,3,0.96,15.1
1032,640.0,99.56,0.55,1,0.36,11.97
1033,518.0,67.91,0.1,1,0.28,1.47
1034,671.0,69.13,0.57,1,0.76,13.58
1035,365.0,81.99,0.27,0,0.93,14.98
1036,725.0,54.18,0.91,2,1.0,10.48
1037,733.0,70.0,0.78,1,0.32,15.6
1038,588.0,86.59,0.21,4,0.29,11.52
1039,621.0,90.7,0.13,3,0.6,7.65
1040,570.0,64.23,0.93,1,0.31,8.56
1041,561.0,93.43,0.03,3,0.84,1.56
1042,783.0,78.58,0.55,0,0.91,5.37
1043,571.0,59.15,0.7,2,0.03,12.14
1044,720.0,94.0,0.99,3,0.87,10.49
1045,655.0,80.91,0.74,3,0.23,10.01
1046,300.0,50.25,0.56,2,0.81,10.76
1047,680.0,65.28,0.94,1,0.98,1.52
1048,605.0,56.17,0.85,2,0.15,12.91
1049,636.0,98.93,0.67,3,0.71,6.16
1050,643.0,87.15,0.09,4,0.77,17.19
1051,640.0,71.21,0.95,2,0.14,13.57
1052,545.0,90.0,0.72,1,0.28,0.88
1053,307.0,74.28,0.11,4,0.65,4.1
1054,606.0,64.79,0.31,1,0.53,5.83
1055,677.0,69.25,0.09,1,0.46,14.74
1056,544.0,68.76,0.74,2,0.68,9.15
1057,689.0,50.68,0.23,1,0.47,1.98
1058,688.0,71.86,0.19,3,0.08,4.58
1059,599.0,54.05,0.22,1,0.0,0.94
1060,699.0,53.97,0.63,1,0.32,2.9
1061,432.0,99.4,0.46,1,0.65,19.85
1062,411.0,69.8,0.78,4,0.74,12.73
1063,827.0,50.86,0.12,4,0.66,3.76
1064,622.0,54.07,0.66,1,0.75,8.66
1065,573.0,64.19,0.29,0,0.27,13.05
1066,760.0,95.88,0.96,2,0.42,4.37
1067,451.0,81.91,0.33,2,0.96,2.8
1068,669.0,96.52,0.77,1,0.58,5.84
1069,506.0,67.59,0.84,0,0.22,14.75
1070,553.0,80.67,0.14,4,0.79,0.61
1071,576.0,90.28,0.38,8,0.79,18.77
1072,474.0,68.95,0.25,4,0.37,7.22
1073,466.0,79.27,0.27,4,0.92,10.43
1074,537.0,92.85,0.22,4,0.22,0.96
1075,528.0,64.1,0.08,2,0.78,2.7
1076,662.0,90.63,0.1,0,0.99,16.26
1077,585.0,75.15,0.93,1,0.84,4.52
1078,664.0,94.36,0.36,4,0.19,10.0
1079,447.0,52.08,0.72,2,0.78,3.93
1080,682.0,92.16,0.25,2,0.31,19.77
1081,667.0,62.47,0.69,2,0.14,19.4
1082,753.0,63.62,0.45,6,0.13,19.67
1083,831.0,52.1,0.57,0,0.87,12.15
1084,747.0,60.67,0.12,2,0.5,7.28
1085,849.0,80.29,0.64,3,0.13,7.78
1086,581.0,79.65,0.62,3,0.63,16.66
1087,764.0,50.95,0.8,0,0.79,3.96
1088,721.0,89.99,0.58,3,0.57,13.81
1089,507.0,96.45,0.12,2,0.04,18.42
1090,542.0,51.13,0.17,1,0.98,19.96
1091,564.0,53.93,0.17,2,0.55,1.77
1092,561.0,77.51,0.74,1,0.74,18.31
1093,579.0,69.23,0.35,2,0.94,6.7
1094,598.0,85.72,0.76,2,0.76,4.96
1095,732.0,61.17,0.25,0,0.18,7.31
1096,536.0,52.38,0.81,0,0.63,4.07
1097,641.0,59.36,0.22,1,0.17,11.68
1098,457.0,63.71,0.91,2,0.56,9.64
1099,621.0,58.79,0.3,0,0.53,18.54
1100,741.0,63.24,0.13,4,0.56,14.51
1101,549.0,67.92,0.2,1,0.98,3.24
1102,625.0,64.76,0.11,6,0.59,6.29
1103,564.0,77.47,0.58,1,0.67,13.62
1104,501.0,54.54,0.59,7,0.19,9.21
1105,484.0,61.61,0.5,1,0.38,18.36
1106,578.0,53.1,0.72,0,0.82,14.87
1107,559.0,84.15,0.87,1,0.43,8.04
1108,532.0,73.91,0.8,4,0.36,10.38
1109,665.0,83.3,0.28,0,0.09,0.79
1110,636.0,96.61,0.44,3,0.09,14.34
1111,659.0,61.19,0.18,1,0.17,17.94
1112,545.0,91.81,0.16,2,0.44,11.68
1113,628.0,70.5,0.13,1,0.62,7.78
1114,656.0,95.8,0.62,3,0.3,19.98
1115,839.0,51.67,0.66,1,0.53,6.07
1116,725.0,58.24,0.5,2,0.47,1.32
1117,686.0,83.06,0.14,2,0.52,15.86
1118,548.0,91.04,0.44,4,0.44,11.0
1119,572.0,87.22,0.9,1,0.26,5.27
1120,714.0,96.27,0.79,3,0.03,1.5
1121,481.0,94.15,0.66,3,0.8,10.86
1122,747.0,69.56,0.96,3,0.85,12.75
1123,749.0,79.49,0.74,0,0.34,3.44
1124,517.0,52.22,0.31,2,0.13,13.39
1125,624.0,67.95,0.86,0,0.92,9.86
1126,562.0,51.23,0.93,2,0.37,15.55
1127,850.0,53.62,0.7,4,0.67,10.96
1128,745.0,89.03,0.81,0,0.56,17.46
1129,549.0,90.85,0.5,2,0.12,6.5
1130,526.0,87.15,0.74,1,0.78,14.16
1131,666.0,70.98,0.22,2,0.47,10.9
1132,548.0,64.37,0.39,2,0.62,1.44
1133,550.0,79.19,0.21,1,0.06,9.52
1134,620.0,86.17,0.07,0,0.47,15.42
1135,350.0,89.05,0.1,0,0.61,16.56
1136,528.0,81.09,0.82,3,0.0,14.29
1137,770.0,74.99,0.32,1,0.92,12.74
1138,460.0,93.21,0.42,1,0.02,13.53
1139,599.0,91.73,0.64,2,0.11,3.95
1140,600.0,66.62,0.59,2,0.41,4.14
1141,601.0,56.41,0.22,3,0.08,4.98
1142,708.0,54.64,0.81,2,0.86,2.3
1143,711.0,55.58,0.56,2,0.11,7.89
1144,621.0,84.47,0.42,0,0.71,8.81
1145,559.0,94.07,0.2,3,0.81,15.43
1146,643.0,78.64,0.9,1,0.33,1.0
1147,520.0,86.45,0.81,3,0.72,16.97
1148,651.0,67.84,0.01,1,0.77,19.24
1149,609.0,64.7,0.05,3,0.63,6.19
1150,609.0,73.72,0.99,5,0.42,6.33
1151,725.0,69.14,0.02,1,0.47,11.77
1152,529.0,99.9,0.81,2,0.35,9.49
1153,678.0,76.77,0.38,1,0.96,15.3
